"Release","File","# Authors in Release","LOC","Avg Churn in Release","Avg Churn from Start","Avg LOC Added in Release","Avg LOC Added from Start","# Revision in Release","# Revision from Start","Feature 9","Feature 10","Buggy"
"3","BookieBean.java","0","46","0","23","0","24","0","2","null","null","null"
"3","BookieBenchmark.java","0","96","0","16","0","22","0","6","null","null","null"
"3","BookieClient.java","1","250","2","17","3","20","1","14","null","null","null"
"3","BookieException.java","1","142","3","17","4","22","1","8","null","null","null"
"3","BookieLedgerIndexer.java","0","123","0","41","0","43","0","3","null","null","null"
"3","BookieMXBean.java","0","28","0","14","0","15","0","2","null","null","null"
"3","BookieNettyServer.java","2","171","85","85","86","86","2","2","null","null","null"
"3","BookieProtocol.java","2","312","77","28","85","30","2","11","null","null","null"
"3","BookieProtoEncoding.java","2","175","87","87","92","92","2","2","null","null","null"
"3","BookieRequestHandler.java","2","274","137","137","138","138","2","2","null","null","null"
"3","BookieServer.java","2","321","121","9","7","22","2","33","null","null","null"
"3","BookieServerBean.java","2","76","4","18","1","21","2","4","null","null","null"
"3","BookieServerMXBean.java","1","48","5","24","0","26","1","2","null","null","null"
"3","BookieShell.java","1","883","48","147","49","150","1","6","null","null","null"
"3","BookieWatcher.java","2","288","2","22","3","25","2","13","null","null","null"
"3","BookKeeper.java","0","584","0","22","0","45","0","26","null","null","null"
"3","BookKeeperAdmin.java","1","713","6","28","8","49","2","25","null","null","null"
"3","BookkeeperBenchmark.java","1","85","1","14","2","19","1","6","null","null","null"
"3","BookKeeperConstants.java","0","41","0","20","0","21","0","2","null","null","null"
"3","BookkeeperInternalCallbacks.java","0","119","0","24","0","25","0","5","null","null","null"
"3","BookkeeperPersistenceManager.java","1","1137","1","63","2","89","1","18","null","null","null"
"3","BookKeeperTools.java","0","83","0","10","0","93","0","8","null","null","null"
"3","BufferedChannel.java","0","162","0","32","0","35","0","5","null","null","null"
"3","BytesMessageImpl.java","1","592","592","592","592","592","1","1","null","null","null"
"3","ByteStringInterner.java","0","35","0","17","0","21","0","2","null","null","null"
"3","CacheKey.java","0","67","0","33","0","34","0","2","null","null","null"
"3","CacheValue.java","0","91","0","18","0","21","0","5","null","null","null"
"3","Callback.java","0","43","0","21","0","23","0","2","null","null","null"
"3","CallbackUtils.java","0","165","0","41","0","46","0","4","null","null","null"
"3","CancelScanRequest.java","0","25","0","25","0","25","0","1","null","null","null"
"3","ChannelDisconnectListener.java","0","27","0","13","0","14","0","2","null","null","null"
"3","ChannelEndPoint.java","0","81","0","27","0","27","0","3","null","null","null"
"3","ChannelTracker.java","0","119","0","40","0","41","0","3","null","null","null"
"3","CleanupChannelMap.java","0","165","0","83","0","83","0","2","null","null","null"
"3","Client.java","0","38","0","38","0","38","0","1","null","null","null"
"3","ClientChannelPipelineFactory.java","0","65","0","16","0","20","0","4","null","null","null"
"3","ClientConfiguration.java","2","154","0","23","2","25","2","19","null","null","null"
"3","ClientMessageFilter.java","0","22","0","22","0","22","0","1","null","null","null"
"3","CloseSubscriptionHandler.java","0","95","0","95","0","95","0","1","null","null","null"
"3","CloseSubscriptionResponseHandler.java","0","76","0","76","0","76","0","1","null","null","null"
"3","ConcurrencyUtils.java","0","45","0","45","0","45","0","1","null","null","null"
"3","ConnectionImpl.java","1","429","429","429","429","429","1","1","null","null","null"
"3","ConnectionMetaDataImpl.java","1","70","70","70","70","70","1","1","null","null","null"
"3","ConsumeHandler.java","0","65","0","22","0","22","0","3","null","null","null"
"3","Cookie.java","1","236","2","39","8","47","1","6","null","null","null"
"3","CRC32DigestManager.java","0","50","0","12","0","14","0","4","null","null","null"
"3","DataFormats.java","0","3680","0","525","0","529","0","7","null","null","null"
"3","DebugUtil.java","1","63","63","63","63","63","1","1","null","null","null"
"3","DefaultServerChannel.java","0","83","0","83","0","83","0","1","null","null","null"
"3","DeliveryCallback.java","0","25","0","25","0","25","0","1","null","null","null"
"3","DeliveryEndPoint.java","0","26","0","26","0","26","0","1","null","null","null"
"3","DeliveryManager.java","0","83","0","9","0","10","0","9","null","null","null"
"3","DigestManager.java","0","172","0","17","0","20","0","10","null","null","null"
"3","DiskChecker.java","0","152","0","76","0","77","0","2","null","null","null"
"3","DistributionSchedule.java","0","81","0","11","0","15","0","7","null","null","null"
"3","Either.java","0","45","0","45","0","45","0","1","null","null","null"
"3","EntryFormatter.java","0","70","0","70","0","70","0","1","null","null","null"
"3","EntryLogger.java","1","498","2","17","5","35","1","29","null","null","null"
"3","ExitCode.java","0","36","0","36","0","36","0","1","null","null","null"
"3","ExprFunction.java","1","23","23","23","23","23","1","1","null","null","null"
"3","Factory.java","0","20","0","20","0","20","0","1","null","null","null"
"3","FactoryLayout.java","1","151","1","50","3","51","1","3","null","null","null"
"3","FakeBookie.java","1","91","0","22","2","34","1","4","null","null","null"
"3","FIFODeliveryManager.java","1","854","21","37","63","51","3","23","null","null","null"
"3","FileInfo.java","2","333","4","22","4","27","2","15","null","null","null"
"3","FileSystemUpgrade.java","1","351","2","50","3","54","1","7","null","null","null"
"3","FileUtils.java","0","89","0","44","0","45","0","2","null","null","null"
"3","FilterableMessageHandler.java","0","63","0","31","0","32","0","2","null","null","null"
"3","FlatLedgerManager.java","0","138","0","17","0","29","0","8","null","null","null"
"3","FlatLedgerManagerFactory.java","0","83","0","21","0","22","0","4","null","null","null"
"3","GarbageCollector.java","0","46","0","46","0","46","0","1","null","null","null"
"3","GarbageCollectorThread.java","0","520","0","37","0","43","0","14","null","null","null"
"3","HandleFactory.java","0","29","0","29","0","29","0","1","null","null","null"
"3","HandleFactoryImpl.java","0","60","0","30","0","34","0","2","null","null","null"
"3","Handler.java","0","34","0","17","0","18","0","2","null","null","null"
"3","HardLink.java","1","600","2","200","9","203","1","3","null","null","null"
"3","HChannel.java","0","49","0","49","0","49","0","1","null","null","null"
"3","HChannelHandler.java","1","254","2","84","1","85","1","3","null","null","null"
"3","HChannelImpl.java","0","334","0","334","0","334","0","1","null","null","null"
"3","HChannelManager.java","0","144","0","144","0","144","0","1","null","null","null"
"3","HedwigAdmin.java","1","495","1","49","3","67","1","10","null","null","null"
"3","HedwigBenchmark.java","0","149","0","25","0","29","0","6","null","null","null"
"3","HedwigClient.java","0","65","0","97","0","100","0","4","null","null","null"
"3","HedwigClientImpl.java","0","113","0","20","0","10","0","11","null","null","null"
"3","HedwigCommands.java","0","394","0","131","0","132","0","3","null","null","null"
"3","HedwigConnectionFactoryImpl.java","1","58","58","58","58","58","1","1","null","null","null"
"3","HedwigConnectionImpl.java","1","148","148","148","148","148","1","1","null","null","null"
"3","HedwigConsole.java","2","935","2","85","4","100","2","11","null","null","null"
"3","HedwigHubClient.java","0","44","0","22","0","23","0","2","null","null","null"
"3","HedwigHubClientFactory.java","0","67","0","22","0","24","0","3","null","null","null"
"3","HedwigHubSubscriber.java","0","78","0","19","0","21","0","4","null","null","null"
"3","HedwigInitialContext.java","1","96","96","96","96","96","1","1","null","null","null"
"3","HedwigInitialContextFactory.java","1","30","30","30","30","30","1","1","null","null","null"
"3","HedwigJMXService.java","0","34","0","34","0","34","0","1","null","null","null"
"3","HedwigMBeanInfo.java","0","25","0","25","0","25","0","1","null","null","null"
"3","HedwigMBeanRegistry.java","0","44","0","44","0","44","0","1","null","null","null"
"3","HedwigMessagingSessionFacade.java","2","562","281","281","282","282","2","2","null","null","null"
"3","HedwigProxy.java","0","160","0","20","0","22","0","8","null","null","null"
"3","HedwigPublisher.java","0","136","0","11","0","28","0","12","null","null","null"
"3","HedwigSocketAddress.java","0","129","0","65","0","65","0","2","null","null","null"
"3","HedwigSubscriber.java","1","380","1","21","1","52","1","18","null","null","null"
"3","HierarchicalLedgerManager.java","1","420","0","38","1","55","1","11","null","null","null"
"3","HierarchicalLedgerManagerFactory.java","0","84","0","21","0","22","0","4","null","null","null"
"3","HubInfo.java","0","146","0","146","0","146","0","1","null","null","null"
"3","HubLoad.java","0","117","0","58","0","59","0","2","null","null","null"
"3","HubServerManager.java","0","98","0","98","0","98","0","1","null","null","null"
"3","InMemoryMetaStore.java","0","70","0","3","0","9","0","1","null","null","null"
"3","InMemoryMetastoreCursor.java","0","85","0","4","0","4","0","1","null","null","null"
"3","InMemoryMetastoreTable.java","0","304","0","3","0","24","0","1","null","null","null"
"3","InMemorySubscriptionManager.java","0","113","0","16","0","19","0","7","null","null","null"
"3","InMemorySubscriptionState.java","0","180","0","20","0","22","0","9","null","null","null"
"3","InterleavedLedgerStorage.java","1","170","0","13","1","17","1","13","null","null","null"
"3","InterpretSelectorParserVisitor.java","1","162","162","162","162","162","1","1","null","null","null"
"3","InvalidSubscriberIdException.java","0","34","0","34","0","34","0","1","null","null","null"
"3","IOUtils.java","0","80","0","40","0","40","0","2","null","null","null"
"3","JLineHedwigCompletor.java","1","94","3","31","9","34","1","3","null","null","null"
"3","JmsHeader.java","1","1014","1014","1014","1014","1014","1","1","null","null","null"
"3","Journal.java","0","524","0","58","0","62","0","9","null","null","null"
"3","JournalChannel.java","1","144","2","29","3","30","1","5","null","null","null"
"3","LedgerCache.java","0","45","0","2","0","40","0","17","null","null","null"
"3","LedgerCacheBean.java","0","25","0","12","0","36","0","2","null","null","null"
"3","LedgerCacheImpl.java","2","834","2","43","4","50","3","19","null","null","null"
"3","LedgerCacheMXBean.java","0","54","0","54","0","54","0","1","null","null","null"
"3","LedgerChecker.java","0","246","0","61","0","64","0","4","null","null","null"
"3","LedgerCreateOp.java","0","124","0","8","0","15","0","15","null","null","null"
"3","LedgerDeleteOp.java","0","72","0","9","0","12","0","8","null","null","null"
"3","LedgerDescriptor.java","0","56","0","4","0","18","0","12","null","null","null"
"3","LedgerDescriptorImpl.java","0","79","0","26","0","37","0","3","null","null","null"
"3","LedgerDescriptorReadOnlyImpl.java","0","47","0","15","0","17","0","3","null","null","null"
"3","LedgerDirsManager.java","0","242","0","80","0","81","0","3","null","null","null"
"3","LedgerEntry.java","0","74","0","14","0","23","0","5","null","null","null"
"3","LedgerEntryPage.java","0","147","0","24","0","26","0","6","null","null","null"
"3","LedgerFragment.java","0","133","0","26","0","30","0","5","null","null","null"
"3","LedgerFragmentReplicator.java","0","380","0","95","0","116","0","4","null","null","null"
"3","LedgerHandle.java","1","882","1","25","5","52","1","35","null","null","null"
"3","LedgerInputStream.java","0","157","0","39","0","41","0","4","null","null","null"
"3","LedgerLayout.java","0","220","0","31","0","37","0","7","null","null","null"
"3","LedgerManager.java","0","173","0","43","0","62","0","4","null","null","null"
"3","LedgerManagerFactory.java","1","227","2","32","6","43","1","7","null","null","null"
"3","LedgerMetadata.java","2","423","12","18","17","25","2","24","null","null","null"
"3","LedgerOpenOp.java","0","171","0","12","0","19","0","14","null","null","null"
"3","LedgerOutputStream.java","0","134","0","33","0","36","0","4","null","null","null"
"3","LedgerRecoveryOp.java","1","138","13","9","33","16","1","16","null","null","null"
"3","LedgerStorage.java","0","99","0","49","0","50","0","2","null","null","null"
"3","LedgerUnderreplicationManager.java","0","99","0","33","0","33","0","3","null","null","null"
"3","LocalBookKeeper.java","1","236","2","17","4","32","1","14","null","null","null"
"3","LocalDBPersistenceManager.java","1","442","2","49","3","51","1","9","null","null","null"
"3","LogicalComparisonFunction.java","1","58","58","58","58","58","1","1","null","null","null"
"3","LRUCacheMap.java","1","94","94","94","94","94","1","1","null","null","null"
"3","LRUCacheSet.java","1","104","104","104","104","104","1","1","null","null","null"
"3","MacDigestManager.java","1","78","2","11","3","13","1","7","null","null","null"
"3","Main.java","0","49","0","12","0","13","0","4","null","null","null"
"3","MapMessageImpl.java","1","266","266","266","266","266","1","1","null","null","null"
"3","MapMethods.java","0","56","0","56","0","56","0","1","null","null","null"
"3","MapUtils.java","0","67","0","67","0","67","0","1","null","null","null"
"3","MarkerFileChannel.java","0","133","0","66","0","66","0","2","null","null","null"
"3","MathUtils.java","0","44","0","11","0","13","0","4","null","null","null"
"3","MessageConsumeCallback.java","0","106","0","15","0","23","0","7","null","null","null"
"3","MessageConsumeData.java","0","51","0","17","0","21","0","3","null","null","null"
"3","MessageConsumerImpl.java","1","67","67","67","67","67","1","1","null","null","null"
"3","MessageFilterBase.java","0","45","0","18","0","3","0","1","null","null","null"
"3","MessageFormatter.java","0","111","0","111","0","111","0","1","null","null","null"
"3","MessageHandler.java","0","44","0","14","0","17","0","3","null","null","null"
"3","MessageIdUtils.java","0","138","0","69","0","70","0","2","null","null","null"
"3","MessageImpl.java","1","785","785","785","785","785","1","1","null","null","null"
"3","MessageProducerImpl.java","1","106","106","106","106","106","1","1","null","null","null"
"3","MessageUtil.java","1","400","400","400","400","400","1","1","null","null","null"
"3","MessagingSessionFacade.java","1","379","379","379","379","379","1","1","null","null","null"
"3","MetadataManagerFactory.java","0","192","0","48","0","54","0","4","null","null","null"
"3","MetadataProcessor.java","1","147","147","147","147","147","1","1","null","null","null"
"3","MetaStore.java","0","72","0","72","0","72","0","1","null","null","null"
"3","MetastoreCallback.java","0","23","0","23","0","23","0","1","null","null","null"
"3","MetastoreCursor.java","0","76","0","76","0","76","0","1","null","null","null"
"3","MetastoreException.java","0","31","0","31","0","31","0","1","null","null","null"
"3","MetastoreFactory.java","0","30","0","30","0","30","0","1","null","null","null"
"3","MetastoreScannableTable.java","0","94","0","94","0","94","0","1","null","null","null"
"3","MetastoreTable.java","0","155","0","155","0","155","0","1","null","null","null"
"3","MetastoreTableItem.java","0","63","0","63","0","63","0","1","null","null","null"
"3","MetastoreUtils.java","0","126","0","126","0","126","0","1","null","null","null"
"3","MMSubscriptionManager.java","0","121","0","30","0","36","0","4","null","null","null"
"3","MMTopicManager.java","1","318","1","106","2","107","1","3","null","null","null"
"3","MSException.java","0","193","0","193","0","193","0","1","null","null","null"
"3","MSLedgerManagerFactory.java","0","541","0","270","0","338","0","2","null","null","null"
"3","MsMetadataManagerFactory.java","1","781","1","390","6","393","1","2","null","null","null"
"3","MultiplexHChannelManager.java","0","288","0","96","0","96","0","3","null","null","null"
"3","MultiplexSubscribeResponseHandler.java","0","117","0","39","0","196","0","3","null","null","null"
"3","MultiplexSubscriptionChannelPipelineFactory.java","0","45","0","45","0","45","0","1","null","null","null"
"3","Mutable.java","1","55","55","55","55","55","1","1","null","null","null"
"3","MyNode.java","1","91","91","91","91","91","1","1","null","null","null"
"3","MySqlClient.java","1","125","1","25","5","44","1","5","null","null","null"
"3","NettyHandlerBean.java","0","43","0","14","0","17","0","3","null","null","null"
"3","NettyHandlerMXBean.java","0","28","0","28","0","28","0","1","null","null","null"
"3","NetUtils.java","1","199","2","40","2","40","1","5","null","null","null"
"3","NonSubscriptionChannelPipelineFactory.java","0","43","0","43","0","43","0","1","null","null","null"
"3","NoResponseHandlerException.java","0","31","0","31","0","31","0","1","null","null","null"
"3","ObjectMessageImpl.java","1","152","152","152","152","152","1","1","null","null","null"
"3","Option.java","0","39","0","39","0","39","0","1","null","null","null"
"3","OrderedSafeExecutor.java","0","126","0","25","0","26","0","5","null","null","null"
"3","Pair.java","0","38","0","38","0","38","0","1","null","null","null"
"3","PathUtils.java","0","51","0","25","0","27","0","2","null","null","null"
"3","PendingAddOp.java","0","164","0","13","0","18","0","12","null","null","null"
"3","PendingReadOp.java","1","323","2","15","18","28","1","21","null","null","null"
"3","PerChannelBookieClient.java","2","622","11","20","24","31","3","30","null","null","null"
"3","PersistenceManager.java","0","90","0","22","0","23","0","4","null","null","null"
"3","PersistenceManagerWithRangeScan.java","0","25","0","12","0","13","0","2","null","null","null"
"3","PersistRequest.java","0","54","0","18","0","19","0","3","null","null","null"
"3","PipelineFilter.java","0","65","0","32","0","37","0","2","null","null","null"
"3","PropertyExprFunction.java","1","461","461","461","461","461","1","1","null","null","null"
"3","ProxyCloseSubscriptionHandler.java","0","63","0","63","0","63","0","1","null","null","null"
"3","ProxyConfiguration.java","0","33","0","11","0","13","0","3","null","null","null"
"3","ProxyConsumeHandler.java","0","53","0","26","0","27","0","2","null","null","null"
"3","ProxyPublishHander.java","0","56","0","56","0","56","0","1","null","null","null"
"3","ProxyStartDeliveryHandler.java","0","119","0","24","0","26","0","5","null","null","null"
"3","ProxyStopDeliveryHandler.java","0","67","0","22","0","23","0","3","null","null","null"
"3","ProxySubscribeHandler.java","1","78","3","19","5","20","1","4","null","null","null"
"3","ProxyUnsubscribeHandler.java","0","67","0","67","0","67","0","1","null","null","null"
"3","Publisher.java","0","81","0","20","0","21","0","4","null","null","null"
"3","PublishHandler.java","0","81","0","16","0","19","0","5","null","null","null"
"3","PublishResponseHandler.java","0","64","0","10","0","14","0","6","null","null","null"
"3","PubSubCallback.java","0","85","0","17","0","19","0","5","null","null","null"
"3","PubSubData.java","0","162","0","27","0","29","0","6","null","null","null"
"3","PubSubException.java","0","229","0","28","0","30","0","8","null","null","null"
"3","PubSubProtocol.java","0","15195","0","893","0","1767","0","17","null","null","null"
"3","PubSubResponseUtils.java","0","62","0","12","0","13","0","5","null","null","null"
"3","PubSubServer.java","1","473","0","25","1","29","1","19","null","null","null"
"3","PubSubServerBean.java","0","75","0","38","0","38","0","2","null","null","null"
"3","PubSubServerMXBean.java","0","57","0","57","0","57","0","1","null","null","null"
"3","PubSubServerPipelineFactory.java","0","69","0","34","0","35","0","2","null","null","null"
"3","QueueSessionImpl.java","1","76","76","76","76","76","1","1","null","null","null"
"3","RangeScanRequest.java","0","70","0","35","0","36","0","2","null","null","null"
"3","ReadAheadCache.java","0","762","0","58","0","75","0","13","null","null","null"
"3","ReadAheadCacheBean.java","0","58","0","19","0","20","0","3","null","null","null"
"3","ReadAheadCacheMXBean.java","0","41","0","41","0","41","0","1","null","null","null"
"3","ReadLastConfirmedOp.java","0","114","0","8","0","12","0","14","null","null","null"
"3","ReadOnlyEntryLogger.java","0","53","0","26","0","27","0","2","null","null","null"
"3","ReadOnlyFileInfo.java","0","40","0","40","0","40","0","1","null","null","null"
"3","ReadOnlyLedgerHandle.java","0","96","0","24","0","25","0","4","null","null","null"
"3","ReadTopic.java","1","299","1","60","2","69","1","5","null","null","null"
"3","ReflectionUtils.java","0","137","0","69","0","69","0","2","null","null","null"
"3","RegionManager.java","0","320","0","35","0","48","0","9","null","null","null"
"3","ReplicationEnableCb.java","0","51","0","51","0","51","0","1","null","null","null"
"3","ReplicationException.java","0","67","0","22","0","24","0","3","null","null","null"
"3","ReplicationWorker.java","1","324","2","36","2","46","1","9","null","null","null"
"3","ResponseBuilder.java","2","43","21","21","23","23","2","2","null","null","null"
"3","ResubscribeCallback.java","0","98","0","24","0","25","0","4","null","null","null"
"3","ResubscribeException.java","0","31","0","31","0","31","0","1","null","null","null"
"3","RoundRobinDistributionSchedule.java","0","99","0","16","0","22","0","6","null","null","null"
"3","SafeAsynBKCallback.java","0","93","0","47","0","60","0","2","null","null","null"
"3","SafeAsyncCallback.java","0","32","0","16","0","16","0","2","null","null","null"
"3","SafeAsyncZKCallback.java","0","89","0","44","0","45","0","2","null","null","null"
"3","SafeRunnable.java","0","36","0","9","0","11","0","4","null","null","null"
"3","ScanAndCompareGarbageCollector.java","0","96","0","98","0","98","0","1","null","null","null"
"3","ScanCallback.java","0","57","0","28","0","30","0","2","null","null","null"
"3","ScanCallbackWithContext.java","0","49","0","25","0","25","0","2","null","null","null"
"3","ScanRequest.java","0","58","0","29","0","29","0","2","null","null","null"
"3","SelectorConstant.java","1","169","169","169","169","169","1","1","null","null","null"
"3","SelectorEvalState.java","1","51","51","51","51","51","1","1","null","null","null"
"3","SelectorEvaluationException.java","1","36","36","36","36","36","1","1","null","null","null"
"3","ServerConfiguration.java","3","536","6","31","8","33","6","38","null","null","null"
"3","ServerMessageFilter.java","0","43","0","43","0","43","0","1","null","null","null"
"3","ServerRedirectLoopException.java","0","35","0","17","0","18","0","2","null","null","null"
"3","ServerStats.java","1","182","45","39","0","46","1","7","null","null","null"
"3","SessionImpl.java","2","1809","904","904","910","910","2","2","null","null","null"
"3","SimpleHChannelManager.java","0","323","0","80","0","82","0","4","null","null","null"
"3","SimpleSubscribeResponseHandler.java","0","250","0","50","0","135","0","5","null","null","null"
"3","SimpleSubscriptionChannelPipelineFactory.java","0","45","0","22","0","22","0","2","null","null","null"
"3","SnapshotMap.java","0","118","0","59","0","60","0","2","null","null","null"
"3","SslClientContextFactory.java","0","37","0","37","0","37","0","1","null","null","null"
"3","SslContextFactory.java","0","60","0","30","0","36","0","2","null","null","null"
"3","SslServerContextFactory.java","0","48","0","48","0","48","0","1","null","null","null"
"3","StateManager.java","1","162","162","162","162","162","1","1","null","null","null"
"3","StreamMessageImpl.java","1","677","677","677","677","677","1","1","null","null","null"
"3","StringEntryFormatter.java","0","43","0","43","0","43","0","1","null","null","null"
"3","StringUtils.java","0","117","0","19","0","24","0","6","null","null","null"
"3","SubscribeHandler.java","0","201","0","16","0","28","0","12","null","null","null"
"3","Subscriber.java","0","342","0","43","0","46","0","8","null","null","null"
"3","SubscribeResponseHandler.java","0","165","0","11","0","40","0","14","null","null","null"
"3","SubscriptionChannelManager.java","0","193","0","64","0","70","0","3","null","null","null"
"3","SubscriptionDataManager.java","0","144","0","48","0","57","0","3","null","null","null"
"3","SubscriptionEventEmitter.java","0","45","0","45","0","45","0","1","null","null","null"
"3","SubscriptionEventListener.java","0","52","0","26","0","28","0","2","null","null","null"
"3","SubscriptionListener.java","0","40","0","40","0","40","0","1","null","null","null"
"3","SubscriptionManager.java","0","111","0","22","0","24","0","5","null","null","null"
"3","SubscriptionStateUtils.java","0","90","0","30","0","30","0","3","null","null","null"
"3","SyncCounter.java","0","77","0","25","0","26","0","3","null","null","null"
"3","TerminateJVMExceptionHandler.java","0","29","0","9","0","11","0","3","null","null","null"
"3","TextMessageImpl.java","1","122","122","122","122","122","1","1","null","null","null"
"3","Tool.java","0","39","0","39","0","39","0","1","null","null","null"
"3","TooManyServerRedirectsException.java","0","36","0","18","0","18","0","2","null","null","null"
"3","TopicManager.java","1","72","8","20","8","21","1","4","null","null","null"
"3","TopicOpQueuer.java","0","100","0","100","0","100","0","1","null","null","null"
"3","TopicOwnershipChangeListener.java","0","26","0","26","0","26","0","1","null","null","null"
"3","TopicOwnershipManager.java","0","90","0","45","0","47","0","2","null","null","null"
"3","TopicPersistenceManager.java","0","87","0","43","0","45","0","2","null","null","null"
"3","TopicPublisherImpl.java","2","204","102","102","102","102","2","2","null","null","null"
"3","TopicSessionImpl.java","1","69","69","69","69","69","1","1","null","null","null"
"3","TopicSubscriber.java","0","67","0","33","0","35","0","2","null","null","null"
"3","TopicSubscriberImpl.java","1","291","291","291","291","291","1","1","null","null","null"
"3","TreeDumperSelectorParserVisitor.java","1","235","235","235","235","235","1","1","null","null","null"
"3","TrivialOwnAllTopicManager.java","1","52","1","13","2","14","1","4","null","null","null"
"3","UmbrellaHandler.java","1","140","0","20","3","23","1","7","null","null","null"
"3","UnaryArithmeticFunction.java","1","66","66","66","66","66","1","1","null","null","null"
"3","UnaryExprFunction.java","1","59","59","59","59","59","1","1","null","null","null"
"3","UnexpectedError.java","0","32","0","16","0","16","0","2","null","null","null"
"3","UnsubscribeHandler.java","0","97","0","19","0","21","0","5","null","null","null"
"3","UnsubscribeResponseHandler.java","0","77","0","12","0","18","0","6","null","null","null"
"3","Value.java","1","141","2","70","3","71","1","2","null","null","null"
"3","ValueComparisonFunction.java","1","297","297","297","297","297","1","1","null","null","null"
"3","VarArgs.java","0","24","0","24","0","24","0","1","null","null","null"
"3","Version.java","0","56","0","8","0","17","0","2","null","null","null"
"3","Versioned.java","0","41","0","41","0","41","0","1","null","null","null"
"3","VoidCallbackAdapter.java","0","38","0","19","0","19","0","2","null","null","null"
"3","WriteCallback.java","0","100","0","11","0","14","0","9","null","null","null"
"3","ZkHubServerManager.java","1","278","2","92","5","95","1","3","null","null","null"
"3","ZkLedgerUnderreplicationManager.java","1","509","0","36","1","40","1","14","null","null","null"
"3","ZkMetadataManagerFactory.java","2","758","0","84","5","91","2","9","null","null","null"
"3","ZkTopicManager.java","2","308","1","38","4","68","2","8","null","null","null"
"3","ZkUtils.java","1","106","0","32","1","37","1","10","null","null","null"
"3","ZkVersion.java","0","63","0","31","0","33","0","2","null","null","null"
"3","ZooKeeperWatcherBase.java","1","88","3","44","3","44","1","2","null","null","null"
"4","AbstractBenchmark.java","0","96","0","24","0","36","0","4","null","null","null"
"4","AbstractConfiguration.java","1","57","1","16","5","17","1","13","null","null","null"
"4","AbstractDNSToSwitchMapping.java","1","128","128","128","128","128","1","1","null","null","null"
"4","AbstractHChannelManager.java","0","562","0","281","0","281","0","2","null","null","null"
"4","AbstractResponseHandler.java","0","141","0","141","0","141","0","1","null","null","null"
"4","AbstractSubscribeResponseHandler.java","0","340","0","113","0","121","0","3","null","null","null"
"4","AbstractSubscriptionManager.java","0","724","0","38","0","46","0","19","null","null","null"
"4","AbstractTopicManager.java","0","240","0","34","0","39","0","7","null","null","null"
"4","AbstractZkLedgerManager.java","1","270","1","17","6","29","2","16","null","null","null"
"4","ActiveSubscriber.java","1","344","0","115","9","118","1","3","null","null","null"
"4","AllToAllTopologyFilter.java","0","68","0","23","0","25","0","3","null","null","null"
"4","AlreadyStartDeliveryException.java","0","33","0","33","0","33","0","1","null","null","null"
"4","AsyncCallback.java","1","136","11","17","11","32","1","8","null","null","null"
"4","Auditor.java","1","466","3","58","17","70","2","8","null","null","null"
"4","AuditorElector.java","1","295","1","37","1","47","1","8","null","null","null"
"4","AutoRecoveryMain.java","2","247","0","31","1","33","2","8","null","null","null"
"4","BaseHandler.java","0","61","0","20","0","25","0","3","null","null","null"
"4","BenchBookie.java","1","194","0","48","1","51","1","4","null","null","null"
"4","BenchmarkPublisher.java","0","127","0","21","0","22","0","6","null","null","null"
"4","BenchmarkSubscriber.java","0","134","0","16","0","19","0","8","null","null","null"
"4","BenchmarkUtils.java","0","172","0","34","0","36","0","5","null","null","null"
"4","BenchmarkWorker.java","0","42","0","21","0","21","0","2","null","null","null"
"4","BenchReadThroughputLatency.java","0","246","0","82","0","86","0","3","null","null","null"
"4","BenchThroughputLatency.java","0","414","0","59","0","71","0","7","null","null","null"
"4","BinaryArithmeticFunction.java","0","166","0","166","0","166","0","1","null","null","null"
"4","BinaryExprFunction.java","0","46","0","46","0","46","0","1","null","null","null"
"4","BKException.java","1","317","24","29","26","30","1","11","null","null","null"
"4","BKMBeanInfo.java","0","25","0","25","0","25","0","1","null","null","null"
"4","BKMBeanRegistry.java","0","81","0","27","0","28","0","3","null","null","null"
"4","BKStats.java","0","224","0","112","0","112","0","2","null","null","null"
"4","Bookie.java","3","1034","11","16","15","38","8","62","null","null","null"
"4","BookieBean.java","0","46","0","23","0","24","0","2","null","null","null"
"4","BookieBenchmark.java","1","96","0","13","1","19","1","7","null","null","null"
"4","BookieClient.java","2","258","4","16","5","18","2","16","null","null","null"
"4","BookieException.java","0","142","0","17","0","22","0","8","null","null","null"
"4","BookieLedgerIndexer.java","0","123","0","41","0","43","0","3","null","null","null"
"4","BookieMXBean.java","0","28","0","14","0","15","0","2","null","null","null"
"4","BookieNettyServer.java","2","167","2","42","4","45","2","4","null","null","null"
"4","BookieProtocol.java","0","312","0","28","0","30","0","11","null","null","null"
"4","BookieProtoEncoding.java","0","175","0","87","0","92","0","2","null","null","null"
"4","BookieRequestHandler.java","1","279","5","93","5","93","1","3","null","null","null"
"4","BookieServer.java","3","327","1","8","3","19","5","38","null","null","null"
"4","BookieServerBean.java","0","76","0","18","0","21","0","4","null","null","null"
"4","BookieServerMXBean.java","0","48","0","24","0","26","0","2","null","null","null"
"4","BookieShell.java","2","909","8","101","12","104","3","9","null","null","null"
"4","BookiesListener.java","1","25","25","25","25","25","1","1","null","null","null"
"4","BookieWatcher.java","1","288","0","19","29","25","2","15","null","null","null"
"4","BookKeeper.java","3","677","23","22","27","43","4","30","null","null","null"
